2025-05-30 23:02:59,348 [Worker-17: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.capgemini:UserService:0.0.1-SNAPSHOT @ C:\data\Advanced Intelligent Tourist Guide Project\Backend\UserService\pom.xml.
2025-05-30 23:03:01,348 [Worker-17: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.feedbackservice:feedback-service:0.0.1-SNAPSHOT @ C:\data\Advanced Intelligent Tourist Guide Project\Backend\feedback-service\pom.xml.
2025-05-30 23:03:02,444 [Worker-17: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.placeservice:place-service:0.0.1-SNAPSHOT @ C:\data\Advanced Intelligent Tourist Guide Project\Backend\place-service\pom.xml.
2025-05-30 23:03:02,835 [Worker-17: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.serverregistery:server-registery:0.0.1-SNAPSHOT @ C:\data\Advanced Intelligent Tourist Guide Project\Backend\server-registery\pom.xml.
2025-05-30 23:03:03,758 [Worker-17: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.tourplan:tourplan-service:0.0.1-SNAPSHOT @ C:\data\Advanced Intelligent Tourist Guide Project\Backend\tourplan-service\pom.xml.
2025-05-30 23:03:08,719 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /UserService/src/main/java
2025-05-30 23:03:08,720 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /UserService/src/main/resources
2025-05-30 23:03:08,722 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /UserService/src/main/resources
2025-05-30 23:03:08,722 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /UserService/src/test/java
2025-05-30 23:03:08,723 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /UserService/src/test/resources
2025-05-30 23:03:09,629 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /feedback-service/src/main/java
2025-05-30 23:03:09,631 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /feedback-service/src/main/resources
2025-05-30 23:03:09,632 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /feedback-service/src/main/resources
2025-05-30 23:03:09,633 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /feedback-service/src/test/java
2025-05-30 23:03:09,634 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /feedback-service/src/test/resources
2025-05-30 23:03:10,681 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /place-service/src/main/java
2025-05-30 23:03:10,682 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /place-service/src/main/resources
2025-05-30 23:03:10,683 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /place-service/src/main/resources
2025-05-30 23:03:10,684 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /place-service/src/test/java
2025-05-30 23:03:10,686 [Worker-17: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /place-service/src/test/resources
